,new_movie_id,prediction_user_94255,rating_user_94255,prediction_user_119899,rating_user_119899,prediction_user_137241,rating_user_137241,prediction_user_34970,rating_user_34970,prediction_user_98056,rating_user_98056,prediction_user_42705,rating_user_42705,prediction_user_125225,rating_user_125225,prediction_user_85770,rating_user_85770,prediction_user_89354,rating_user_89354,prediction_user_53088,rating_user_53088,title,mean_rating,n_ratings
23,1226,2.0848304174793113,2.0848304174793113,4.543322696532046,4.543322696532046,4.6615944050205105,4.6615944050205105,3.897126927222048,3.897126927222048,3.6761341087472785,3.6761341087472785,2.066917195166384,2.066917195166384,4.211154534662997,4.211154534662997,4.544864787901675,4.544864787901675,3.7331866018426765,3.7331866018426765,4.403580858553683,4.403580858553683,"Treasure of the Sierra Madre, The (1948)",4.161396702230844,5155
24,12314,2.7818847440135825,2.7818847440135825,4.5982985638034695,4.5982985638034695,4.7197481535327785,4.7197481535327785,4.5,4.5,3.582616835082804,3.582616835082804,1.7364319704425681,1.7364319704425681,3.131345405424868,3.131345405424868,5.0,5.0,5.0,5.0,4.218892230833804,4.218892230833804,There Will Be Blood (2007),3.94563347983948,5233
25,28,2.3400098226917136,2.3400098226917136,4.631336226309573,4.631336226309573,4.460655405367648,4.460655405367648,4.408933832491671,4.408933832491671,3.148354067648684,3.148354067648684,2.639385893191134,2.639385893191134,3.9397564671886314,3.9397564671886314,4.468262865389621,4.468262865389621,4.412730886782443,4.412730886782443,4.139592721308505,4.139592721308505,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",3.952230046948357,8520
26,2077,2.054074659193789,2.054074659193789,4.221279456461703,4.221279456461703,3.605718790735041,3.605718790735041,4.040026738489901,4.040026738489901,2.3974903963458885,2.3974903963458885,2.823749973620211,2.823749973620211,4.405790402735507,4.405790402735507,3.8177535079372276,3.8177535079372276,4.34099544509772,4.34099544509772,3.5177501879585136,3.5177501879585136,"NeverEnding Story, The (1984)",3.494984757596617,10169
27,30,2.5628511451137412,2.5628511451137412,3.434943734849726,3.434943734849726,2.485812320555483,2.485812320555483,2.1909307382953513,2.1909307382953513,2.676048829401766,2.676048829401766,2.7007255099666465,2.7007255099666465,2.908211960638796,2.908211960638796,3.521808891738688,3.521808891738688,2.6197734616649497,2.6197734616649497,2.854618861521517,2.854618861521517,Dangerous Minds (1995),3.250344462109168,9435
28,2076,2.2662722013843406,2.2662722013843406,4.285075797880923,4.285075797880923,4.448450758303439,4.448450758303439,3.5749022208106864,3.5749022208106864,2.3777747295749534,2.3777747295749534,1.9361614130390037,1.9361614130390037,3.5198065333021034,3.5198065333021034,4.343446328486239,4.343446328486239,4.164115502680575,4.164115502680575,5.0,5.0,Rosemary's Baby (1968),3.7515329419439007,7665
29,31,3.39322419389609,3.39322419389609,4.472311689699923,4.472311689699923,4.517253472651278,4.517253472651278,3.6578598611009467,3.6578598611009467,3.625687270606791,3.625687270606791,4.0,4.0,3.8250252149951804,3.8250252149951804,4.06779010518912,4.06779010518912,4.351021005953585,4.351021005953585,5.0,5.0,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),3.8980546909737663,44980
30,33,2.8563569329631675,2.8563569329631675,4.557459010924136,4.557459010924136,2.5,2.5,3.4621458493125785,3.4621458493125785,3.777708008135592,3.777708008135592,1.8401214025867332,1.8401214025867332,4.174165441836154,4.174165441836154,4.143530800188815,4.143530800188815,3.233416631068026,3.233416631068026,3.9779166720760215,3.9779166720760215,Babe (1995),3.6430940939389242,32255
31,4129,2.6396823666942466,2.6396823666942466,3.934832885111605,3.934832885111605,3.1565023206127036,3.1565023206127036,3.352937220777308,3.352937220777308,3.2990810416591514,3.2990810416591514,3.2882115833413947,3.2882115833413947,3.7313289634836067,3.7313289634836067,3.5,3.5,3.599809526647364,3.599809526647364,3.5862730435979713,3.5862730435979713,Enemy at the Gates (2001),3.7059151009046625,7185
32,2083,2.2032534025562156,2.2032534025562156,3.3340971760404456,3.3340971760404456,2.9891736648929466,2.9891736648929466,3.3189284644973625,3.3189284644973625,3.307880758489405,3.307880758489405,3.178803249443804,3.178803249443804,3.7852576516521323,3.7852576516521323,3.5,3.5,2.6277560733211387,2.6277560733211387,3.2721610210788596,3.2721610210788596,Blade (1998),3.355626699412332,11401
33,38,2.559600903834139,2.559600903834139,4.257658674563205,4.257658674563205,2.0,2.0,3.923967792834078,3.923967792834078,3.157942964876925,3.157942964876925,1.9724106930148948,1.9724106930148948,3.812286808337008,3.812286808337008,3.586594565953051,3.586594565953051,3.3342510007274497,3.3342510007274497,3.4103264801156867,3.4103264801156867,Clueless (1995),3.413632208425383,26254
34,2090,2.3733376406085838,2.3733376406085838,4.365679695452487,4.365679695452487,4.361726476992404,4.361726476992404,4.456022455538546,4.456022455538546,2.6734478019130576,2.6734478019130576,2.390463485564028,2.390463485564028,3.7392112605226386,3.7392112605226386,2.0,2.0,4.2439825676334255,4.2439825676334255,4.0,4.0,Beetlejuice (1988),3.472783670202121,19988
35,43,2.1952324055087913,2.1952324055087913,2.6744507096660484,2.6744507096660484,2.210473193968569,2.210473193968569,1.8906209610355247,1.8906209610355247,2.3110637806308616,2.3110637806308616,2.452071919287478,2.452071919287478,2.391311063612734,2.391311063612734,2.690893366183077,2.690893366183077,2.2309211634052146,2.2309211634052146,2.233107461775576,2.233107461775576,Mortal Kombat (1995),2.653874918201365,10697
36,44,2.614132716501986,2.614132716501986,3.823455943907534,3.823455943907534,4.621099843825137,4.621099843825137,3.407165198768412,3.407165198768412,2.5794765494716514,2.5794765494716514,1.6069320581806052,1.6069320581806052,2.662748529757296,2.662748529757296,4.173250152910983,4.173250152910983,4.092084243143832,4.092084243143832,3.2923479519737113,3.2923479519737113,To Die For (1995),3.3843613567670436,8933
37,4141,2.4407366655719627,2.4407366655719627,4.721681489790713,4.721681489790713,4.5462780140292995,4.5462780140292995,3.9827989481342185,3.9827989481342185,3.1129835389507163,3.1129835389507163,2.402225746954714,2.402225746954714,4.047616913164889,4.047616913164889,4.445733501757418,4.445733501757418,4.279398276652133,4.279398276652133,4.216361298407351,4.216361298407351,Amores Perros (Love's a Bitch) (2000),4.0168753402286335,5511
38,47,2.6589325807941306,2.6589325807941306,3.266245796526705,3.266245796526705,3.1298650644672263,3.1298650644672263,2.6534838221919883,2.6534838221919883,2.1559578321826804,2.1559578321826804,2.2416544102084983,2.2416544102084983,2.6916530869853843,2.6916530869853843,2.912500097597872,2.912500097597872,2.8299297235858787,2.8299297235858787,2.8011440180194724,2.8011440180194724,Pocahontas (1995),2.9461137513414073,13046
39,51,2.436095251883303,2.436095251883303,4.372153236712252,4.372153236712252,4.216167642916476,4.216167642916476,3.2952615909231056,3.2952615909231056,2.3864408872974265,2.3864408872974265,4.0,4.0,3.3186165384900916,3.3186165384900916,4.137816264475619,4.137816264475619,3.618514656270777,3.618514656270777,3.7214725308072913,3.7214725308072913,Mighty Aphrodite (1995),3.541148068669528,9320
40,2102,2.182336225355898,2.182336225355898,4.539267077292239,4.539267077292239,4.406269504870211,4.406269504870211,3.877360834921633,3.877360834921633,3.3520151369226325,3.3520151369226325,2.472734942282473,2.472734942282473,4.346869661654269,4.346869661654269,4.570037498320376,4.570037498320376,3.9538871191394676,3.9538871191394676,4.382593347872531,4.382593347872531,Strangers on a Train (1951),4.158614668218859,5154
41,4152,2.6830293677699912,2.6830293677699912,4.2901843331706875,4.2901843331706875,3.5638973705423225,3.5638973705423225,2.980131044234072,2.980131044234072,3.181967063988482,3.181967063988482,2.1943179510486472,2.1943179510486472,3.664029418672358,3.664029418672358,3.0,3.0,3.3676641128909934,3.3676641128909934,3.4611980684054244,3.4611980684054244,Bridget Jones's Diary (2001),3.4632487902552977,11986
42,57,2.0483230493915427,2.0483230493915427,4.462632014597689,4.462632014597689,4.219421639288699,4.219421639288699,3.5175464741838325,3.5175464741838325,2.8283091925037254,2.8283091925037254,4.0,4.0,4.38468463643912,4.38468463643912,4.5787673138034695,4.5787673138034695,3.828186645354067,3.828186645354067,4.124535634363925,4.124535634363925,"Postman, The (Postino, Il) (1994)",3.978396397956533,11549
43,59,2.3155288837802757,2.3155288837802757,3.641698031867777,3.641698031867777,3.0,3.0,2.5845304869068015,2.5845304869068015,2.6733854554546226,2.6733854554546226,2.22622264846686,2.22622264846686,3.2211926720989097,3.2211926720989097,3.559108316148554,3.559108316148554,2.115657224501406,2.115657224501406,2.937238468970095,2.937238468970095,"Indian in the Cupboard, The (1995)",3.114446380484714,6313
44,61,2.5490244172466148,2.5490244172466148,4.1682137988460415,4.1682137988460415,3.3356025211465705,3.3356025211465705,2.839249446238314,2.839249446238314,3.3974944643628944,3.3974944643628944,3.0,3.0,3.7195847623002876,3.7195847623002876,3.8143761895549644,3.8143761895549644,3.2604367278468955,3.2604367278468955,3.3767857395065177,3.3767857395065177,Mr. Holland's Opus (1995),3.7318249832309993,19381
45,2110,2.728759064520632,2.728759064520632,4.506440594042575,4.506440594042575,3.7620393328321327,3.7620393328321327,3.394060104335581,3.394060104335581,3.7091884009492744,3.7091884009492744,2.918146684016024,2.918146684016024,4.326930358256137,4.326930358256137,3.5,3.5,3.7844187758815635,3.7844187758815635,4.0,4.0,"Untouchables, The (1987)",3.884503302681,15442
46,2109,2.1226246498477805,2.1226246498477805,4.210951521242892,4.210951521242892,3.051594688738619,3.051594688738619,3.962702348078524,3.962702348078524,3.1392147682559837,3.1392147682559837,2.767399623240267,2.767399623240267,4.177512123431002,4.177512123431002,3.51981635316733,3.51981635316733,3.9265872381580222,3.9265872381580222,3.3616499893319953,3.3616499893319953,Willow (1988),3.451611153303678,9217
47,69,2.50327457412604,2.50327457412604,3.7486847035539497,3.7486847035539497,3.2210468195331443,3.2210468195331443,3.366277798260485,3.366277798260485,2.4505808494937766,2.4505808494937766,2.8303437970531333,2.8303437970531333,2.5856638692272056,2.5856638692272056,3.58457639738444,3.58457639738444,3.829435481871401,3.829435481871401,3.062537863100802,3.062537863100802,From Dusk Till Dawn (1996),3.2774543738200124,12712
48,4168,2.2488585852039207,2.2488585852039207,4.578344359244143,4.578344359244143,3.790447070444857,3.790447070444857,3.484807833279406,3.484807833279406,3.0721228860271323,3.0721228860271323,2.6600954078090537,2.6600954078090537,3.764641731227671,3.764641731227671,4.5,4.5,5.0,5.0,3.954321696604525,3.954321696604525,Scarface (1983),3.9430150562226034,10494
49,8266,3.0458604834926475,3.0458604834926475,4.331927254046237,4.331927254046237,4.692497148360049,4.692497148360049,3.7037841968191016,3.7037841968191016,3.661887674773966,3.661887674773966,1.7730590246570457,1.7730590246570457,3.282471834863459,3.282471834863459,4.232761456812655,4.232761456812655,3.9706532500636924,3.9706532500636924,3.9575726531398643,3.9575726531398643,Sideways (2004),3.721654275092937,7532
50,8267,2.670867993677889,2.670867993677889,4.2573070667636745,4.2573070667636745,4.184660985316073,4.184660985316073,3.628075718129908,3.628075718129908,3.2701271019828666,3.2701271019828666,3.1294576667201865,3.1294576667201865,3.8312085412395347,3.8312085412395347,3.5,3.5,3.9584599278819907,3.9584599278819907,3.811412944639956,3.811412944639956,"Machinist, The (Maquinista, El) (2004)",3.8251971460758543,5326
51,78,2.081579222525393,2.081579222525393,2.8176325105083335,2.8176325105083335,2.3347953699481834,2.3347953699481834,2.174687518919741,2.174687518919741,1.7353899620426048,1.7353899620426048,2.749425604189669,2.749425604189669,2.6785392306697715,2.6785392306697715,3.264553710068499,3.264553710068499,2.7964561723125327,2.7964561723125327,2.642695023859774,2.642695023859774,"Juror, The (1996)",3.1285456187895213,5535
52,4175,2.5841624282253135,2.5841624282253135,3.1289723060977805,3.1289723060977805,2.253100766981875,2.253100766981875,2.2256924055469383,2.2256924055469383,2.8683789513957847,2.8683789513957847,2.702806665743624,2.702806665743624,3.152188672865664,3.152188672865664,3.5,3.5,2.186045064772402,2.186045064772402,2.8869888327968467,2.8869888327968467,"Mummy Returns, The (2001)",2.937223523289097,7686
53,8274,2.8478245280635703,2.8478245280635703,3.9756761930835594,3.9756761930835594,3.48632240220431,3.48632240220431,2.820024206484591,2.820024206484591,2.873960091913973,2.873960091913973,2.6693672679317344,2.6693672679317344,2.9135610006702293,2.9135610006702293,4.0,4.0,3.367738022650515,3.367738022650515,3.1152932189357627,3.1152932189357627,Saw (2004),3.4669939989088925,5499
54,93,2.7169008396518577,2.7169008396518577,2.816447450960909,2.816447450960909,2.637689008559023,2.637689008559023,2.0133868597400535,2.0133868597400535,2.7578717015636314,2.7578717015636314,3.0,3.0,2.5,2.5,3.2701222442043174,3.2701222442043174,2.4020745895755637,2.4020745895755637,2.9178626082790244,2.9178626082790244,Broken Arrow (1996),3.0946435034382915,22104
55,8287,2.6478294871700156,2.6478294871700156,4.4519404910457485,4.4519404910457485,3.0,3.0,3.705203115190302,3.705203115190302,3.547700940812861,3.547700940812861,2.769320144499575,2.769320144499575,3.9780861876857627,3.9780861876857627,3.9077654622447837,3.9077654622447837,3.528434126819407,3.528434126819407,3.8661998055827964,3.8661998055827964,Finding Neverland (2004),3.786793299431648,6686
56,10338,3.6138152770650733,3.6138152770650733,4.559223189200198,4.559223189200198,3.7566846601617683,3.7566846601617683,3.4311023198020805,3.4311023198020805,4.563664212073123,4.563664212073123,1.870347394789492,1.870347394789492,2.831678106631075,2.831678106631075,3.3650702975643028,3.3650702975643028,3.2617002271068443,3.2617002271068443,3.1623739741695274,3.1623739741695274,"40-Year-Old Virgin, The (2005)",3.554182311222361,9588
57,2147,2.426354541624819,2.426354541624819,4.002246572817599,4.002246572817599,3.9670762561214317,3.9670762561214317,3.5717213444364417,3.5717213444364417,2.720897509897982,2.720897509897982,2.8467699430835594,2.8467699430835594,3.4131006292951453,3.4131006292951453,3.90887565835837,3.90887565835837,4.4518842242610805,4.4518842242610805,3.344377561653887,3.344377561653887,Cube (1997),3.5929392446633828,6090
58,2146,3.076455905283724,3.076455905283724,4.128965630377566,4.128965630377566,3.566271393741404,3.566271393741404,3.0,3.0,3.6852091245305885,3.6852091245305885,3.0753471396816123,3.0753471396816123,3.7390615932596076,3.7390615932596076,4.012188627566134,4.012188627566134,3.9047159098041404,3.9047159098041404,3.717284440244471,3.717284440244471,Rounders (1998),3.727400503032993,6759
59,102,3.0985447309863914,3.0985447309863914,3.952817036951815,3.952817036951815,3.090213014925753,3.090213014925753,3.3729993246448386,3.3729993246448386,4.258971645678317,4.258971645678317,2.603799655283724,2.603799655283724,2.7266383908641685,2.7266383908641685,4.0,4.0,2.6958883546245445,2.6958883546245445,2.440481319273745,2.440481319273745,Happy Gilmore (1996),3.4170806586659226,17915
60,103,2.0930040024173606,2.0930040024173606,3.6179731182706703,3.6179731182706703,3.1922676704776634,3.1922676704776634,2.2475956819904197,2.2475956819904197,1.7066501520526756,1.7066501520526756,2.4955555342090476,2.4955555342090476,3.146982087935244,3.146982087935244,3.967075600470339,3.967075600470339,3.49122169538859,3.49122169538859,3.446079529072081,3.446079529072081,"Bridges of Madison County, The (1995)",3.326299376299376,9620
61,105,2.5028519771945823,2.5028519771945823,3.925008311117922,3.925008311117922,3.5,3.5,3.3989941321266044,3.3989941321266044,3.3403215847862113,3.3403215847862113,2.0573297880542625,2.0573297880542625,3.1095299266231406,3.1095299266231406,3.410355015839373,3.410355015839373,3.083379461611544,3.083379461611544,2.8477403067005027,2.8477403067005027,Muppet Treasure Island (1996),3.2153387703889584,6376
62,4204,2.5000727318179954,2.5000727318179954,3.2945668391836036,3.2945668391836036,2.8199064277065147,2.8199064277065147,2.6830908201587547,2.6830908201587547,2.758222892130648,2.758222892130648,3.2961132369888175,3.2961132369888175,3.778485729540621,3.778485729540621,3.2193970225704063,3.2193970225704063,2.559161736811434,2.559161736811434,3.140786721552645,3.140786721552645,"Knight's Tale, A (2001)",3.243097884546432,5578
63,8301,2.499901189650332,2.499901189650332,3.6477725200307716,3.6477725200307716,2.8797572992694724,2.8797572992694724,2.7678893350017417,2.7678893350017417,2.8671848319423545,2.8671848319423545,3.1151850365054954,3.1151850365054954,3.509389489139353,3.509389489139353,3.0,3.0,2.8788085721385825,2.8788085721385825,3.1989156745326865,3.1989156745326865,Ocean's Twelve (2004),3.2468473074301296,5868
64,110,2.494547023619448,2.494547023619448,3.7025302641046394,3.7025302641046394,3.587604894484316,3.587604894484316,3.0882976792705406,3.0882976792705406,3.52842929884318,3.52842929884318,2.9944272778880943,2.9944272778880943,3.4204846017015327,3.4204846017015327,4.012593819941317,4.012593819941317,3.1419221900356162,3.1419221900356162,3.2266746900928367,3.2266746900928367,Rumble in the Bronx (Hont faan kui) (1995),3.412573591253154,11890
65,109,2.64133210405234,2.64133210405234,4.645511998976504,4.645511998976504,4.746460571135318,4.746460571135318,3.801746799792086,3.801746799792086,3.2264057837379325,3.2264057837379325,1.8536325834644187,1.8536325834644187,3.0,3.0,4.5,4.5,5.0,5.0,5.0,5.0,Taxi Driver (1976),4.110575548384461,24481
66,2163,2.75166644081,2.75166644081,4.36960358842734,4.36960358842734,4.123103692377841,4.123103692377841,4.1183350823772304,4.1183350823772304,3.666118472064768,3.666118472064768,2.6593771718395103,2.6593771718395103,4.351208402956759,4.351208402956759,4.158175780619418,4.158175780619418,4.023020639265811,4.023020639265811,4.0811025641811245,4.0811025641811245,Say Anything... (1989),3.872880422814358,9082
67,4215,2.4083817146671165,2.4083817146671165,2.9357021592510093,2.9357021592510093,1.358241453017031,1.358241453017031,1.2662764929187644,1.2662764929187644,2.212616100157534,2.212616100157534,2.8300499461543906,2.8300499461543906,2.7224670194042075,2.7224670194042075,3.0,3.0,2.201392783964907,2.201392783964907,2.570660307253634,2.570660307253634,Pearl Harbor (2001),2.820809953647231,8198
68,6267,2.911017491663729,2.911017491663729,3.5848627380979408,3.5848627380979408,2.753402187670504,2.753402187670504,2.925254061068331,2.925254061068331,3.514845579112803,3.514845579112803,2.3963498018634666,2.3963498018634666,3.0695891521823753,3.0695891521823753,2.5,2.5,2.946865095938479,2.946865095938479,2.9237129829776634,2.9237129829776634,Bruce Almighty (2003),3.2148160279506497,9159
69,4226,2.4659320257556785,2.4659320257556785,3.95610500797156,3.95610500797156,3.3790569446933616,3.3790569446933616,3.0242577932727683,3.0242577932727683,3.3421984754455436,3.3421984754455436,2.3004659555805076,2.3004659555805076,3.5625137977254737,3.5625137977254737,3.09306652768973,3.09306652768973,2.941360785807406,2.941360785807406,2.9571827791583885,2.9571827791583885,City Slickers (1991),3.318992579908676,7008
70,133,2.3906661413562644,2.3906661413562644,2.494206085051333,2.494206085051333,1.9153566501987327,1.9153566501987327,2.042590513075625,2.042590513075625,2.582384898508822,2.582384898508822,2.995927169169222,2.995927169169222,2.6268560431850303,2.6268560431850303,3.127154126013552,3.127154126013552,1.9007285974872459,1.9007285974872459,2.611237242068087,2.611237242068087,Down Periscope (1996),2.9980174464710547,6305
